kanji,reading,level,pos,meaning_en
ショック,ショック,,n,"shock (emotional)"
進行,しんこう,,n,"moving forward (e.g. of a vehicle)"
新興,しんこう,,adj-no,"rising"
振興,しんこう,,n,"promotion"
申告,しんこく,,n,"report"
真理,しんり,,n,"truth"
水洗,すいせん,,n,"washing with water"
ストレス,ストレス,,n,"stress"
擦る,する,,v5r,"to rub"
正規,せいき,,adj-no,"regular"
精巧,せいこう,,adj-na,"elaborate"
精算,せいさん,,n,"exact calculation"
成年,せいねん,,n,"adult age"
声明,せいめい,,n,"declaration"
姓名,せいめい,,n,"(full) name"
生理,せいり,,n,"physiology"
節,せつ,,n,"occasion"
膳,ぜん,,n,"small dining table (usu. for a single person)"
禅,ぜん,,n,"dhyana (profound meditation)"
選挙,せんきょ,,n,"election"
先行,せんこう,,n,"going ahead"
選考,せんこう,,n,"selection"
相,そう,,n,"aspect"
沿う,そう,,v5u,"to run along"
添う,そう,,v5u,"to meet (wishes, expectations, etc.)"
僧,そう,,n,"monk"
像,ぞう,,n,"image"
捜査,そうさ,,n,"search (esp. in criminal investigations)"
操縦,そうじゅう,,n,"steering"
創造,そうぞう,,n,"creation"
隊,たい,,n,"party"
退学,たいがく,,n,"dropping out of school"
タイトル,タイトル,,n,"title"
ダウン,ダウン,,n,"fall"
高まる,たかまる,,v5r,"to rise"
断つ,たつ,,v5t,"to sever"
盾,たて,,n,"shield"
例え,たとえ,,n,"example"
チャイム,チャイム,,n,"chime"
挑戦,ちょうせん,,n,"challenge"
治療,ちりょう,,n,"(medical) treatment"
対,つい,,n,"pair"
接ぐ,つぐ,,v5g,"to join"
継ぐ,つぐ,,v5g,"to succeed (a person, to a position, etc.)"
摘む,つむ,,v5m,"to pick"
露,つゆ,,n,"dew"
強まる,つよまる,,v5r,"to get strong"
強める,つよめる,,v1,"to strengthen"
データ,データ,,n,"data"
デザイン,デザイン,,n,"design"
デザート,デザート,,n,"dessert"
転校,てんこう,,n,"changing schools"
伝言,でんごん,,n,"(verbal) message"
と,と,,prt,"if"
問う,とう,,v5u-s,"to ask"
棟,とう,,n,"large building"
倒産,とうさん,,n,"(corporate) bankruptcy"
同士,どうし,,n,"fellow"
同志,どうし,,n,"like-mindedness"
当然,とうぜん,,adj-no,"natural"
動揺,どうよう,,n,"shaking"
説く,とく,,v5k,"to explain"
綴じる,とじる,,v1,"to bind"
供,とも,,n,"companion"
並,なみ,,adj-no,"average"
慣らす,ならす,,v5s,"to accustom"
馴らす,ならす,,v5s,"to accustom"
難,なん,,n,"difficulty"
音,ね,,n,"sound"
年鑑,ねんかん,,n,"yearbook"
脳,のう,,n,"brain"
臨む,のぞむ,,v5m,"to look out on"
肺,はい,,n,"lung"
～敗,はい,,int,"yes"
映える,はえる,,v1,"to shine"
諮る,はかる,,v5r,"to consult with"
図る,はかる,,v5r,"to plan"
生やす,はやす,,v5s,"to grow"
班,はん,,n,"group"
判,はん,,n,"seal"
版,はん,,n,"edition"
碑,ひ,,n,"stone monument bearing an inscription (esp. memorial for future generations)"
非行,ひこう,,n,"delinquency"
票,ひょう,,n,"vote"
広まる,ひろまる,,v5r,"to spread"
深める,ふかめる,,v1,"to deepen"
福,ふく,,n,"good fortune"
振り,ふり,,n,"swing"
経る,へる,,v1,"to pass"
保護,ほご,,n,"protection"
保障,ほしょう,,n,"guarantee"
補償,ほしょう,,n,"compensation"
ほっと,ほっと,,adv,"with a feeling of relief"
前もって,まえもって,,adv,"in advance"
膜,まく,,n,"membrane"
マスコミ,マスコミ,,n,"mass communication"
股,また,,n,"groin"
末,まつ,,n-suf,"the end (of)"
マッサージ,マッサージ,,n,"massage"
見掛ける,みかける,,v1,"to (happen to) see"
捲る,めくる,,v5r,"to turn over"
メッセージ,メッセージ,,n,"message"
野党,やとう,,n,"opposition party"
優,ゆう,,n,"Excellent (grade)"
有機,ゆうき,,n,"organic"
世,よ,,n,"world"
良い,よい,,adj-i,"good"
予想,よそう,,n,"expectation"
弱まる,よわまる,,v5r,"to abate"
弱める,よわめる,,v1,"to weaken"
ラベル,ラベル,,n,"label"
ルール,ルール,,n,"rule"
枠,わく,,n,"frame"
踏む,ふむ,,v5m,"to step on"
～区,～く,,unknown,""
すっと,すっと,,adv,"straight"
盗む,ぬすむ,,v5m,"to steal"
大抵,たいてい,,adj-na,"mostly"
とうとう,とうとう,,unknown,""
ガソリン,ガソリン,,n,"gasoline"
鳴る,なる,,v5r,"to sound"
しっかり,しっかり,,unknown,""
生きる,いきる,,v1,"to live"
苦い,にがい,,adj-i,"bitter"
沸く,わく,,v5k,"to grow hot (e.g. water)"
意見,いけん,,n,"opinion"
やはり; やっぱり,やはり; やっぱり,,unknown,""
漫画,まんが,,n,"cartoon"
ステレオ,ステレオ,,n,"stereo (sound)"
医学,いがく,,n,"medical science"
テキスト,テキスト,,n,"text"
～月,～つき,,unknown,""
折る,おる,,v5r,"to break"
～会,～かい,,unknown,""
うかがう,うかがう,,unknown,""
聞こえる,きこえる,,v1,"to be heard"
僕,ぼく,,pn,"I"
必ず,かならず,,adv,"always"
壊す,こわす,,v5s,"to break"
怒る,おこる,,v5r,"to get angry"
床屋,とこや,,n,"barbershop"
オートバイ,オートバイ,,n,"motorcycle"
運動,うんどうする,,unknown,""
止む,やむ,,v5m,"to cease"
もし,もし,,int,"excuse me! (when calling out to someone)"
表,おもて,,n,"surface"
大学生,だいがくせい,,n,"university student"
運転手,うんてんしゅ,,n,"driver"
予習,よしゅう,,n,"preparation for a lesson"
心配,しんぱいする,,unknown,""
別,べつ,,n,"distinction"
非常に,ひじょうに,,adv,"very"
お宅,おたく,,n,"your house"
柔らかい,やわらかい,,adj-i,"soft"
拾う,ひろう,,v5u,"to pick up"
～ございます,～ございます,,unknown,""
気,き,,n,"spirit"
比べる,くらべる,,v1,"to compare"
ほとんど,ほとんど,,unknown,""
つもり,つもり,,unknown,""
郊外,こうがい,,n,"suburb"
だめ,だめ,,unknown,""
売り場,うりば,,n,"selling area"
正月,しょうがつ,,n,"New Year (esp. first three days)"
規則,きそく,,n,"rule"
うん,うん,,int,"yes"
発音,はつおん,,n,"pronunciation"
焼く,やく,,v5k,"to burn"
屋上,おくじょう,,n,"rooftop"
失礼,しつれい,,n,"discourtesy"
ごみ,ごみ,,unknown,""
アフリカ,アフリカ,,unknown,""
点,てん,,n,"dot"
一生懸命,いっしょうけんめい,,adv,"very hard"
今度,こんど,,n,"this time"
機会,きかい,,n,"chance"
建てる,たてる,,v1,"to build"
複雑,ふくざつ,,adj-na,"complex"
彼,かれ,,pn,"he"
いらっしゃる,いらっしゃる,,unknown,""
布団,ふとん,,n,"futon"
大事,だいじ,,adj-na,"important"
贈り物,おくりもの,,n,"present"
泥棒,どろぼう,,n,"thief"
～製,～せい,,unknown,""
注意,ちゅうい,,n,"attention"
台風,たいふう,,n,"typhoon"
日,ひ,,n,"day"
～軒,～けん,,unknown,""
そう,そう,,aux,"appearing that"
通る,とおる,,v5r,"to go by"
過ぎる,すぎる,,v1,"to pass through"
レポート; リポート,レポート; リポート,,unknown,""
葉,は,,n,"leaf"
必要,ひつよう,,adj-na,"necessary"
課長,かちょう,,n,"section manager"
地震,じしん,,n,"earthquake"
すると,すると,,conj,"(and) then"
止める,やめる,,v1,"to stop (an activity)"
ガラス,ガラス,,unknown,""
～学部,～がくぶ,,unknown,""
厳しい,きびしい,,adj-i,"severe"
エスカレーター,エスカレーター,,n,"escalator"
人口,じんこう,,n,"population"
月,つき,,n,"Moon"
絹,きぬ,,n,"silk"
ちっとも,ちっとも,,unknown,""
深い,ふかい,,adj-i,"deep"
壊れる,こわれる,,v1,"to be broken"
揺れる,ゆれる,,v1,"to shake"
落る,おちる,,v1,"to fall"
できるだけ,できるだけ,,unknown,""
悲しい,かなしい,,adj-i,"sad"
中学校,ちゅうがっこう,,n,"junior high school"
ガス,ガス,,unknown,""
祈る,いのる,,v5r,"to pray"
盛ん,さかん,,adj-na,"prosperous"
アルバイト,アルバイト,,n,"part-time job"
起こす,おこす,,v5s,"to raise"
致す,いたす,,v5s,"to do"
噛む,かむ,,v5m,"to bite"
赤ちゃん,あかちゃん,,n,"baby"
浅い,あさい,,adj-i,"shallow"
うそ,嘘,,unknown,""
小説,しょうせつ,,n,"novel"
親,おや,,n,"parent"
それに,それに,,unknown,""
西洋,せいよう,,n,"the West"
思う,おもう,,v5u,"to think"
パート (タイム),パート (タイム),,unknown,""
時代,じだい,,n,"period"
申し上げる,もうしあげる,,v1,"to say"
～式,～しき,,unknown,""
出席,しゅっせきする,,unknown,""
～家,～か,,unknown,""
迎える,むかえる,,v1,"to go out to meet"
触る,さわる,,v5r,"to touch"
建て,～だて,,unknown,""
社長,しゃちょう,,n,"company president"
動物園,どうぶつえん,,n,"zoo"
捕まえる,つかまえる,,v1,"to catch"
季節,きせつ,,n,"season"
寄る,よる,,v5r,"to approach"
決まる,きまる,,v5r,"to be decided"
開く,ひらく,,v5k,"to open"
逃げる,にげる,,v1,"to run away"
だから,だから,,conj,"so"
残念,ざんねん,,adj-na,"regrettable"
畳,たたみ,,n,"tatami mat"
丁寧,ていねい,,adj-na,"polite"
地理,ちり,,n,"geography"
さっき,さっき,,unknown,""
怖い,こわい,,adj-i,"scary"
包む,つつむ,,v5m,"to wrap up"
なるべく,なるべく,,unknown,""
無理,むり,,adj-na,"unreasonable"
サンドイッチ,サンドイッチ,,n,"sandwich"
会議室,かいぎしつ,,n,"conference room"
品物,しなもの,,n,"article"
人形,にんぎょう,,n,"doll"
利用,りよう,,n,"use"
飾る,かざる,,v5r,"to decorate"
止める,とめる,,v1,"to stop"
恥ずかしい,はずかしい,,adj-i,"embarrassing"
いくら～ても,いくら～ても,,unknown,""
用事,ようじ,,n,"business"
ビル,ビル,,n,"multi-floor building"
けんかする,けんかする,,unknown,""
頑張る,がんばる,,v5r,"to persevere"
投げる,なげる,,v1,"to throw"
故障,こしょうする,,unknown,""
力,ちから,,n,"force"
受ける,うける,,v1,"to receive"
気分,きぶん,,n,"feeling"
間違える,まちがえる,,v1,"to make a mistake (in)"
そんな,そんな,,adj-pn,"such"
星,ほし,,n,"star (usu. excluding the Sun)"
場合,ばあい,,n,"case"
やっと,やっと,,unknown,""
足りる,たりる,,v1,"to be sufficient"
行う,おこなう,,v5u,"to perform"
ぶどう,ぶどう,,unknown,""
無くなる,なくなる,,v5r,"to be lost (e.g. luggage)"
準備,じゅんびする,,unknown,""
世界,せかい,,n,"the world"
住所,じゅうしょ,,n,"address (of a home, business, etc.)"
再来月,さらいげつ,,n,"month after next"
林,はやし,,n,"wood"
倍,ばい,,n,"double"
痩せる,やせる,,v1,"to become thin"
線,せん,,n,"line"
戦争,せんそう,,n,"war"
決める,きめる,,v1,"to decide"
調べる,しらべる,,v1,"to examine"
寝坊,ねぼう,,n,"sleeping in late"
パパ,パパ,,n,"dad"
光る,ひかる,,v5r,"to shine"
夫,おっと,,n,"husband"
雲,くも,,n,"cloud"
坂,さか,,n,"slope"
～(て) しまう,～(て) しまう,,unknown,""
飛行場,ひこうじょう,,n,"airfield"
柔道,じゅうどう,,n,"judo"
決して,けっして,,adv,"(not) ever"
事務所,じむしょ,,n,"office"
連絡,れんらく,,n,"contacting"
小学校,しょうがっこう,,n,"primary school"
客,きゃく,,n,"guest"
昔,むかし,,n,"the old days"
美しい,うつくしい,,adj-i,"beautiful"
捨てる,すてる,,v1,"to throw away"
なさる,なさる,,unknown,""
事,こと,,n,"thing"
どんどん,どんどん,,adv,"drumming (noise)"
試合,しあい,,n,"match"
適当,てきとう,,adj-na,"suitable"
素晴らしい,すばらしい,,adj-i,"wonderful"
美術館,びじゅつかん,,n,"art museum"
文法,ぶんぽう,,n,"grammar"
終わり,おわり,,n,"end"
壁,かべ,,n,"wall"
一度,いちど,,n,"once"
お礼,おれい,,n,"thanks"
親切,しんせつ,,adj-na,"kind"
知らせる,しらせる,,v1,"to notify"
歯医者,はいしゃ,,n,"dentist"
熱心,ねっしん,,adj-na,"zealous"
始める,はじめる,,v1,"to start"
もらう,もらう,,unknown,""
泣く,なく,,v5k,"to cry"
治る,なおる,,v5r,"to get better"
熱,ねつ,,n,"heat"
お祭り,おまつり,,n,"festival"
水道,すいどう,,n,"water supply"
匂い,におい,,n,"smell"
ベル,ベル,,n,"bell"
赤ん坊,あかんぼう,,n,"baby"
おかしい,おかしい,,unknown,""
事故,じこ,,n,"accident"
変,へん,,adj-na,"strange"
辞典,じてん,,n,"dictionary"
残る,のこる,,v5r,"to remain"
立てる,たてる,,v1,"to stand up"
くれる,くれる,,unknown,""
～員,～いん,,unknown,""
原因,げんいん,,n,"cause"
驚く,おどろく,,v5k,"to be surprised"
いただく,頂く,,unknown,""
祖母,そぼ,,n,"grandmother"
場所,ばしょ,,n,"place"
答,こたえ,,n,"answer"
もちろん,もちろん,,unknown,""
漬ける,つける,,v1,"to soak (in)"
受付,うけつけ,,n,"reception (desk)"
内,うち,,n,"inside"
スクリーン,スクリーン,,n,"screen"
増える,ふえる,,v1,"to increase"
または,または,,unknown,""
けがする,けがする,,unknown,""
以下,いか,,n-suf,"not exceeding ..."
選ぶ,えらぶ,,v5b,"to choose"
～ばかり,～ばかり,,unknown,""
心,こころ,,n,"mind"
～だす,～だす,,unknown,""
サラダ,サラダ,,n,"salad"
届ける,とどける,,v1,"to deliver"
あいさつする,挨拶,,unknown,""
景色,けしき,,n,"scenery"
確か,たしか,,adj-na,"sure"
ステーキ,ステーキ,,n,"steak"
食料品,しょくりょうひん,,n,"foodstuff"
森,もり,,n,"forest"
以内,いない,,n,"within"
予定,よてい,,n,"plans"
オーバー,オーバー,,n,"overcoat"
乾く,かわく,,v5k,"to get dry"
石,いし,,n,"stone"
思い出す,おもいだす,,v5s,"to recall"
踊る,おどる,,v5r,"to dance (orig. a hopping dance)"
細かい,こまかい,,adj-i,"small"
塗る,ぬる,,v5r,"to paint"
ご主人,ごしゅじん,,n,"your husband"
珍しい,めずらしい,,adj-i,"rare"
用,よう,,n,"business"
公務員,こうむいん,,n,"public employee"
お嬢さん,おじょうさん,,n,"(another's) daughter"
用意,ようい,,n,"preparation"
探す,さがす,,v5s,"to search for"
形,かたち,,n,"form"
運転,うんてんする,,unknown,""
すっかり,すっかり,,adv,"all"
アナウンサー,アナウンサー,,n,"announcer"
お土産,おみやげ,,n,"local specialty or souvenir bought as a gift while traveling (travelling)"
消しゴム,けしゴム,,n,"eraser"
旅館,りょかん,,n,"ryokan"
海岸,かいがん,,n,"coast"
寂しい,さびしい,,adj-i,"lonely"
火,ひ,,n,"fire"
育てる,そだてる,,v1,"to raise"
味噌,みそ,,n,"miso"
お祝い,おいわい,,n,"congratulation"
乗り物,のりもの,,n,"vehicle"
案内,あんないする,,unknown,""
通う,かよう,,v5u,"to go to and from (a place)"
連れる,つれる,,v1,"to take (someone) with one"
技術,ぎじゅつ,,n,"technology"
小鳥,ことり,,n,"small bird"
下宿,げしゅく,,n,"boarding"
ジャム,ジャム,,n,"jam"
招待,しょうたいする,,unknown,""
鏡,かがみ,,n,"mirror"
はず,はず,,unknown,""
法律,ほうりつ,,n,"law"
進む,すすむ,,v5m,"to advance"
楽む,たのしむ,,v5m,"to enjoy"
貿易,ぼうえき,,n,"(foreign) trade"
反対,はんたい,,n,"opposition"
おる,おる,,unknown,""
申す,もうす,,v5s,"to say"
試験,しけん,,n,"examination"
真面目,まじめ,,adj-na,"serious"
ごらんになる,,,unknown,""
店員,てんいん,,n,"employee (of a store)"
泊まる,とまる,,v5r,"to stay at (e.g. hotel)"
よろしい,よろしい,,unknown,""
今夜,こんや,,n,"this evening"
おつり,おつり,,unknown,""
チェックする,チェックする,,unknown,""
会話,かいわ,,n,"conversation"
空気,くうき,,n,"air"
交通,こうつう,,n,"traffic"
ワープロ,ワープロ,,n,"word processor"
喜ぶ,よろこぶ,,v5b,"to be delighted"
急行,きゅうこう,,n,"hurrying (to somewhere)"
皆,みな,,n,"everyone"
味,あじ,,n,"flavor"
空港,くうこう,,n,"airport"
手袋,てぶくろ,,n,"glove"
校長,こうちょう,,n,"principal"
ごちそう,ごちそう,,unknown,""
踊り,おどり,,n,"dance"
興味,きょうみ,,n,"interest (in something)"
引っ越す,ひっこす,,v5s,"to move (house)"
冷房,れいぼう,,n,"air conditioning"
都合,つごう,,n,"circumstances"
遠慮,えんりょする,,unknown,""
亡くなる,なくなる,,v5r,"to die"
科学,かがく,,n,"science"
はっきり,はっきり,,adv,"clearly"
差し上げる,さしあげる,,v1,"to lift up"
気持ち,きもち,,n,"feeling"
祖父,そふ,,n,"grandfather"
港,みなと,,n,"harbour"
予約,よやく,,n,"reservation"
凄い,すごい,,adj-i,"terrible"
入学,にゅうがくする,,unknown,""
片付ける,かたづける,,v1,"to put in order"
写す,うつす,,v5s,"to copy"
パソコン,パソコン,,n,"personal computer"
部長,ぶちょう,,n,"head (chief, director) of a section or department"
火事,かじ,,n,"fire"
足す,たす,,v5s,"to add (numbers)"
教会,きょうかい,,n,"church"
彼ら,かれら,,pn,"they"
いっぱい,一杯,,unknown,""
アメリカ,アメリカ,,unknown,""
男性,だんせい,,n,"man"
理由,りゆう,,n,"reason"
生産,せいさんする,,unknown,""
着物,きもの,,n,"kimono"
おもちゃ,おもちゃ,,unknown,""
暮れる,くれる,,v1,"to get dark"
釣る,つる,,v5r,"to fish"
～ちゃん,～ちゃん,,unknown,""
打つ,うつ,,v5t,"to hit"
あんな,あんな,,adj-pn,"that sort of"
謝る,あやまる,,v5r,"to apologize"
昼間,ひるま,,n,"daytime"
教育,きょういく,,n,"education"
女性,じょせい,,n,"woman"
米,こめ,,n,"(husked grains of) rice"
邪魔,じゃま,,n,"hindrance"
国際,こくさい,,adj-no,"international"
隅,すみ,,n,"corner"
伺う,うかがう,,v5u,"to call on someone"
再来週,さらいしゅう,,n,"week after next"
夢,ゆめ,,n,"dream"
喉,のど,,n,"throat"
最近,さいきん,,n,"recently"
周り,まわり,,n,"circumference"
歴史,れきし,,n,"history"
不便,ふべん,,n,"inconvenience"
血,ち,,n,"blood"
～続ける,～つづける,,unknown,""
毛,け,,n,"hair"
ひどい,ひどい,,unknown,""
例えば,たとえば,,adv,"for example"
中々,なかなか,,adv,"very"
随分,ずいぶん,,adv,"very"
～やすい,～やすい,,unknown,""
押し入れ,おしいれ,,n,"closet (built into the wall, usu. with sliding doors)"
電灯,でんとう,,n,"electric light"
叱る,しかる,,v5r,"to scold"
サンダル,サンダル,,n,"sandal"
びっくりする,びっくりする,,unknown,""
うまい,うまい,,unknown,""
変える,かえる,,v1,"to change"
講堂,こうどう,,n,"auditorium"
子,こ,,n,"child"
沸かす,わかす,,v5s,"to boil"
レジ,レジ,,n,"(cash) register"
しばらく,しばらく,,unknown,""
特に,とくに,,adv,"particularly"
空く,あく,,v5k,"to open (e.g. doors)"
計画,けいかくする,,unknown,""
通り,とおり,,n,"street"
下着,したぎ,,n,"underwear"
経済,けいざい,,n,"economy"
こう,こう,,unknown,""
是非,ぜひ,,adv,"certainly"
裏,うら,,n,"opposite side"
為,ため,,n,"good"
おいでになる,おいでになる,,unknown,""
変わる,かわる,,v5r,"to change"
以外,いがい,,n-suf,"excluding"
済む,すむ,,v5m,"to finish"
ハンバーグ,ハンバーグ,,n,"Hamburg steak"
市,し,,n,"city"
引き出し,ひきだし,,n,"drawer"
遊び,あそび,,n,"play"
支度,したくする,,unknown,""
～始める,～はじめる,,unknown,""
見える,みえる,,v1,"to be seen"
十分,じゅうぶん,,adj-na,"enough"
音,おと,,n,"sound"
きっと,きっと,,unknown,""
まず,まず,,unknown,""
遠く,とおく,,n,"far away"
大体,だいたい,,adv,"generally"
折れる,おれる,,v1,"to break"
正しい,ただしい,,adj-i,"right"
輸入,ゆにゅう,,n,"import"
返事,へんじ,,n,"reply"
都,と,,n,"Metropolis (of Tokyo)"
産業,さんぎょう,,n,"industry"
伝える,つたえる,,v1,"to convey"
お金持ち,かねもち; おかねもち,,unknown,""
説明,せつめい,,n,"explanation"
島,しま,,n,"island"
道具,どうぐ,,n,"tool"
滑る,すべる,,v5r,"to slide"
それほど,それほど,,unknown,""
以上,いじょう,,n-suf,"not less than ..."
～まま,～まま,,unknown,""
特急,とっきゅう,,n,"limited express (train for which a limited-express ticket is required)"
プレゼント,プレゼント,,n,"present"
～(に) よると,～(に) よると,,unknown,""
妻,つま,,n,"wife"
帰り,かえり,,n,"return"
具合,ぐあい,,n,"condition"
堅; 硬; 固い,かたい,,unknown,""
駐車場,ちゅうしゃじょう,,n,"parking lot"
スーツ,スーツ,,n,"suit (clothing)"
危険,きけん,,n,"danger"
髪,かみ,,n,"hair (on the head)"
天気予報,てんきよほう,,n,"weather forecast"
彼女,かのじょ,,pn,"she"
間,あいだ,,n,"space (between)"
卒業,そつぎょう,,n,"graduation"
それで,それで,,unknown,""
枝,えだ,,n,"branch"
専門,せんもん,,n,"speciality"
そろそろ,そろそろ,,adv,"soon"
送る,おくる,,v5r,"to send"
あげる,あげる,,unknown,""
騒ぐ,さわぐ,,v5g,"to make noise"
尋ねる,たずねる,,v1,"to ask"
放送,ほうそうする,,unknown,""
政治,せいじ,,n,"politics"
市民,しみん,,n,"citizen (of a country)"
ファックス,ファックス,,unknown,""
負ける,まける,,v1,"to lose"
指輪,ゆびわ,,n,"(finger) ring"
田舎,いなか,,n,"rural area"
見つける,みつける,,v1,"to find"
高校生,こうこうせい,,n,"senior high school student"
講義,こうぎ,,n,"lecture"
そんなに,そんなに,,adv,"so much"
昼休み,ひるやすみ,,n,"lunch break"
忘れ物,わすれもの,,n,"lost article"
下りる,おりる,,v1,"to descend (e.g. a mountain)"
腕,うで,,n,"arm"
訳,わけ,,n,"reason"
承知,しょうちする,,unknown,""
日記,にっき,,n,"diary"
高校; 高等学校,こうこう; こうとうがっこう,,unknown,""
似る,にる,,v1,"to resemble"
～おわる,～おわる,,unknown,""
暖房,だんぼう,,n,"(indoor) heating"
留守,るす,,n,"absence"
割合,わりあい,,n,"rate"
寺,てら,,n,"temple (Buddhist)"
慣れる,なれる,,v1,"to get used to"
普通,ふつう,,adj-no,"normal"
手伝う,てつだう,,v5u,"to help"
なるほど,なるほど,,unknown,""
くださる,くださる,,unknown,""
息子,むすこ,,n,"son"
お子さん,おこさん,,n,"child"
会場,かいじょう,,n,"assembly hall"
笑う,わらう,,v5u,"to laugh"
運ぶ,はこぶ,,v5b,"to carry"
文学,ぶんがく,,n,"literature"
光,ひかり,,n,"light"
お見舞い,おみまい,,n,"visit (to someone affected by illness or misfortune)"
席,せき,,n,"seat"
～様,～さま,,unknown,""
ご存じ,ごぞんじ,,n,"knowing"
下る,さがる,,v5r,"to come down"
字,じ,,n,"character (esp. kanji)"
アジア,アジア,,unknown,""
褒める,ほめる,,v1,"to praise"
空く,すく,,v5k,"to become less crowded"
あ,あ,,int,"ah"
最も,もっとも,,adv,"most"
合う,あう,,v5u,"to come together"
～代,～だい,,unknown,""
最後,さいご,,n,"end"
値段,ねだん,,n,"price"
退院,たいいんする,,unknown,""
展覧会,てんらんかい,,n,"exhibition"
久しぶり,ひさしぶり,,adj-no,"a long time (since the last time)"
カーテン,カーテン,,n,"curtain"
汽車,きしゃ,,n,"train (esp. long distance train)"
遅れる,おくれる,,v1,"to be late"
見つかる,みつかる,,v5r,"to be found"
召し上がる,めしあがる,,v5r,"to eat"
太る,ふとる,,v5r,"to put on weight"
注射,ちゅうしゃ,,n,"injection"
様,よう,,n-suf,"appearing ..."
～おき,～おき,,unknown,""
最初,さいしょ,,adj-no,"beginning"
御～,ご～,,unknown,""
安心,あんしん,,n,"peace of mind"
直る,なおる,,v5r,"to get mended"
集める,あつめる,,v1,"to collect"
直す,なおす,,v5s,"to repair"
続く,つづく,,v5k,"to continue"
先輩,せんぱい,,n,"senior (at work or school)"
約束,やくそく,,n,"promise"
世話,せわする,,unknown,""
近所,きんじょ,,n,"neighbourhood"
将来,しょうらい,,n,"future"
億,おく,,num,"hundred million"
数学,すうがく,,n,"mathematics"
文化,ぶんか,,n,"culture"
払う,はらう,,v5u,"to pay (e.g. money, bill)"
習慣,しゅうかん,,n,"habit"
焼ける,やける,,v1,"to burn"
君,きみ,,pn,"you"
冷える,ひえる,,v1,"to grow cold"
点く,つく,,v5k,"to be lit (of a lamp, burner, etc.)"
この間,このあいだ,,n,"the other day"
かっこう,格好,,unknown,""
かまう,,,unknown,""
続ける,つづける,,v1,"to continue"
落す,おとす,,v5s,"to drop"
明日,あす,,n,"tomorrow"
出発,しゅっぱつする,,unknown,""
拝見,はいけんする,,unknown,""
割れる,われる,,v1,"to break"
背中,せなか,,n,"back (of the body)"
新聞社,しんぶんしゃ,,n,"newspaper company"
いじめる,いじめる,,unknown,""
回る、回す,まわる、まわす,,unknown,""
～君,～くん,,unknown,""
おっしゃる,おっしゃる,,unknown,""
眠い,ねむい,,adj-i,"sleepy"
濡れる,ぬれる,,v1,"to get wet"
倒れる,たおれる,,v1,"to fall (over, down)"
スーパー (マーケット),スーパー (マーケット),,unknown,""
アクセサリー,アクセサリー,,n,"accessory (fashion)"
考える,かんがえる,,v1,"to think (about, of)"
向かう,むかう,,v5u,"to face"
自由,じゆう,,n,"freedom"
仕方,しかた,,n,"way"
首,くび,,n,"neck"
程,ほど,,n,"extent"
代わり,かわり,,n,"substitute"
失敗,しっぱい,,n,"failure"
工業,こうぎょう,,n,"(manufacturing) industry"
移る,うつる,,v5r,"to move (house)"
スーツケース,スーツケース,,n,"suitcase"
ひげ,ひげ,,unknown,""
研究室,けんきゅうしつ,,n,"laboratory"
工場,こうじょう,,n,"factory"
紹介,しょうかい,,n,"introduction"
けれど; けれども,けれど; けれども,,unknown,""
舟,ふね,,n,"ship"
動く,うごく,,v5k,"to move"
～(に) ついて,～(に) ついて,,unknown,""
コンサート,コンサート,,n,"concert"
虫,むし,,n,"insect"
優しい,やさしい,,adj-i,"tender"
コンピュータ; コンピューター,コンピュータ; コンピューター,,unknown,""
植える,うえる,,v1,"to plant"
両方,りょうほう,,n,"both"
汚れる,よごれる,,v1,"to get dirty"
水泳,すいえい,,n,"swimming"
経験,けいけんする,,unknown,""
勝つ,かつ,,v5t,"to win"
砂,すな,,n,"sand"
警察,けいさつ,,n,"police"
取り替える,とりかえる,,v1,"to exchange"
急ぐ,いそぐ,,v5g,"to hurry"
簡単,かんたん,,adj-na,"simple"
参る,まいる,,v5r,"to go"
全然,ぜんぜん,,adv,"(not) at all"
特別,とくべつ,,adj-na,"special"
復習,ふくしゅう,,n,"review (of learned material)"
間に合う,まにあう,,v5u,"to be in time (for)"
役に立つ,やくにたつ,,exp,"to be helpful"
もうすぐ,もうすぐ,,unknown,""
真中,まんなか,,unknown,""
戻る,もどる,,v5r,"to turn back (e.g. half-way)"
研究,けんきゅう,,n,"research"
ケーキ,ケーキ,,n,"cake"
草,くさ,,n,"grass"
込む,こむ,,v5m,"to be crowded"
この頃,このごろ,,adv,"these days"
訪ねる,たずねる,,v1,"to visit"
下げる,さげる,,v1,"to hang"
花見,はなみ,,n,"cherry blossom viewing"
途中,とちゅう,,n,"on the way"
入院,にゅういんする,,unknown,""
乗り換える,のりかえる,,v1,"to transfer (trains)"
別れる,わかれる,,v1,"to part (usu. of people)"
～町,～ちょう,,unknown,""
安全,あんぜん,,n,"safety"
看護婦,かんごふ,,n,"(female) nurse"
見物,けんぶつ,,n,"sightseeing"
相談,そうだんする,,unknown,""
ガソリンスタンド,ガソリンスタンド,,n,"gas station"
テニス,テニス,,n,"tennis"
眠る,ねむる,,v5r,"to sleep"
上がる,あがる,,v5r,"to rise"
翻訳,ほんやく,,n,"translation"
食事,しょくじする,,unknown,""
おかげ,お陰,,unknown,""
娘,むすめ,,n,"daughter"
湯,ゆ,,n,"hot water"
競争,きょうそう,,n,"competition"
会議,かいぎ,,n,"meeting"
